vhskala,glad,alder,aarsuddannelse,kvinde,barnhjemme,menneskeligforandring,religioes,godthelbred,klimafrygt
0,8,25,14,1,0,1,0,3,11
7,7,48,18,1,1,1,1,4,12
5,8,44,16,0,1,1,0,4,12
3,6,51,19,1,1,1,1,2,16
2,8,65,15,0,0,0,0,2,4
3,9,71,16,1,0,1,1,4,15
5,8,53,20,1,0,1,0,3,13
4,8,29,22,1,0,1,0,4,14
3,7,20,14,0,0,1,0,3,15
6,7,25,19,0,0,1,1,4,15
5,7,57,12,1,1,1,0,3,8
5,8,18,12,1,0,1,1,4,9
7,8,66,16,0,0,1,0,3,10
4,8,49,21,1,0,1,0,5,16
4,7,53,20,0,0,1,1,4,14
8,10,93,10,1,0,0,0,3,7
6,7,43,12,0,0,1,0,3,13
7,7,84,15,0,0,0,0,4,11
6,8,74,10,1,0,1,1,4,14
7,7,26,20,0,0,1,0,4,6
2,7,76,8,0,0,0,0,3,6
4,8,70,21,0,0,1,0,4,15
6,7,72,8,1,0,0,0,4,13
5,7,51,12,1,0,1,0,3,16
4,8,47,13,1,1,1,0,5,12
5,8,37,16,0,1,0,1,4,14
5,9,60,14,0,0,1,0,5,10
9,6,60,10,1,1,1,0,3,8
6,7,31,17,0,0,1,0,4,18
5,10,30,16,1,1,1,1,4,12
6,7,85,11,1,0,0,0,4,7
0,3,55,16,0,0,1,0,2,19
7,9,63,18,0,1,1,0,4,11
5,8,74,10,0,0,1,0,4,10
2,9,54,9,0,1,1,1,5,15
4,10,50,17,1,1,1,1,4,11
5,8,25,13,0,0,1,0,5,7
7,9,38,22,1,0,1,0,3,10
4,2,50,12,0,1,1,0,1,18
1,7,41,19,1,1,1,0,3,16
8,8,49,15,0,1,1,0,3,12
4,8,24,16,0,0,1,1,4,11
4,7,18,11,0,0,0,0,4,8
8,9,57,14,0,0,0,0,4,6
5,4,57,19,0,0,1,0,2,14
3,7,63,13,1,0,1,0,4,11
2,10,53,16,0,0,1,0,4,10
8,10,73,9,1,0,0,0,3,13
5,10,79,7,1,0,0,0,4,11
7,8,26,19,0,0,0,0,4,10
3,9,50,15,0,1,1,0,5,13
5,9,50,20,0,1,1,1,4,15
5,8,53,18,0,0,1,1,5,19
10,8,59,9,0,0,0,0,3,6
5,9,53,13,0,0,1,0,5,11
3,7,52,13,1,0,0,0,3,9
5,10,32,15,0,0,1,0,4,10
7,8,49,19,0,1,1,0,4,13
6,7,43,15,1,0,0,0,4,11
10,9,26,13,0,0,1,0,5,12
0,5,60,13,0,0,0,0,3,8
8,8,68,13,1,0,1,1,3,14
5,9,46,10,0,1,1,1,4,9
3,9,70,19,0,0,1,0,5,13
2,9,57,17,1,1,1,1,5,17
8,9,62,9,0,1,0,0,3,11
7,8,15,9,1,0,1,1,3,12
4,8,37,16,0,1,1,0,4,15
6,8,39,18,1,0,1,1,4,14
6,9,46,15,1,1,1,1,5,12
5,7,64,12,1,0,0,1,4,13
3,7,35,13,1,1,1,0,4,14
2,6,28,17,1,0,1,0,4,16
7,6,20,13,1,0,1,0,4,13
4,6,67,8,1,0,0,1,4,10
7,8,45,19,0,1,1,0,4,12
4,7,33,11,1,0,1,1,4,14
4,9,42,12,0,1,0,1,4,12
3,8,34,20,1,1,1,0,5,17
3,7,15,9,1,0,1,1,4,15
8,9,43,13,0,1,0,0,3,14
8,8,49,16,0,0,0,0,4,12
3,9,53,18,0,1,1,0,4,15
3,8,46,12,0,1,1,0,4,16
3,8,18,12,0,0,1,1,5,11
6,9,29,16,1,1,1,1,4,9
7,10,77,8,0,0,0,1,4,1
8,8,67,17,0,0,0,1,4,12
8,9,44,19,0,1,1,0,5,12
3,8,44,17,0,1,1,1,4,15
4,5,64,18,0,0,1,1,4,16
7,8,19,13,1,0,0,1,4,9
7,8,21,14,1,0,1,0,5,13
2,9,68,6,0,0,1,1,4,18
5,4,16,10,1,0,1,0,3,10
8,8,38,12,1,1,1,1,4,11
8,9,61,14,0,0,1,0,3,11
5,8,54,17,0,0,1,0,5,17
2,8,37,16,1,1,1,0,4,18
6,7,26,14,0,0,1,0,4,5
6,8,17,11,1,0,1,1,5,13
3,8,35,17,0,1,1,0,5,14
5,10,34,15,0,0,0,0,5,10
3,8,55,16,0,1,1,0,4,13
10,8,48,10,1,1,0,0,2,11
4,8,25,18,1,0,1,1,4,8
2,10,56,14,1,0,1,0,2,11
4,7,15,10,1,0,1,0,5,12
6,7,26,16,1,0,1,1,4,12
5,9,37,17,1,1,1,1,5,16
4,6,37,18,0,1,1,1,4,7
2,8,35,12,1,0,1,0,2,15
4,9,76,12,1,0,1,1,4,15
3,8,22,13,0,1,0,0,4,4
5,7,16,10,1,0,1,1,5,13
5,9,69,15,0,0,1,0,1,5
5,8,16,10,0,0,1,0,5,15
5,10,70,12,0,0,1,0,3,10
5,6,21,13,1,0,1,0,4,17
2,8,16,10,1,0,1,0,4,15
7,9,61,19,0,0,1,0,4,14
3,8,45,18,0,1,1,0,5,15
7,2,47,14,0,0,1,0,4,7
7,3,51,14,0,0,0,0,4,4
8,9,16,11,0,0,1,0,5,13
9,8,73,19,0,0,0,0,4,13
6,7,17,11,0,0,1,0,2,13
2,8,76,16,1,0,1,0,4,15
5,10,15,9,0,0,1,0,5,8
3,8,28,14,0,0,1,0,3,15
8,7,40,13,0,0,0,0,3,5
3,8,62,13,1,0,1,0,4,14
7,9,34,11,0,1,0,0,5,10
2,7,44,19,0,1,1,1,5,18
4,5,36,6,1,1,1,0,5,19
5,9,17,11,0,0,1,0,4,16
7,10,26,16,1,1,0,0,5,9
5,8,66,14,0,0,1,1,4,11
7,9,66,9,0,0,0,0,4,9
3,8,49,17,0,1,1,0,4,16
1,10,73,14,1,0,1,0,4,17
4,9,56,18,0,1,1,1,5,11
7,10,67,12,0,1,0,1,4,14
4,9,43,16,0,1,1,0,4,14
3,10,51,12,1,1,0,1,5,11
5,10,16,10,0,0,1,0,4,12
5,7,22,15,0,0,1,0,5,6
2,10,48,17,1,1,0,0,5,4
4,7,53,17,0,1,1,0,4,11
5,9,51,16,0,1,1,0,5,17
3,8,36,20,1,1,1,0,4,15
8,10,20,14,1,0,1,0,3,7
4,8,27,15,1,1,1,0,5,13
3,8,58,17,0,0,1,1,4,14
4,10,65,22,1,0,1,0,5,15
7,8,51,15,0,1,0,0,5,6
2,6,28,22,1,0,1,0,3,11
8,9,68,12,0,0,0,0,4,12
5,8,19,12,0,0,1,0,4,12
4,10,17,11,0,0,1,0,5,9
6,9,46,15,0,1,1,1,4,15
7,8,74,13,0,0,1,0,2,8
5,7,49,21,0,0,1,0,4,16
6,9,31,3,0,0,0,1,3,3
3,8,35,20,0,0,1,0,4,16
8,6,66,20,1,0,1,0,2,13
2,7,68,13,0,0,1,0,4,12
4,8,31,17,1,0,1,0,5,15
1,10,32,11,0,0,0,0,4,4
3,8,27,19,1,0,1,1,5,12
3,7,38,16,1,1,1,0,4,14
3,10,17,12,0,0,1,0,4,6
4,8,27,19,1,0,1,0,5,13
10,8,57,8,0,1,1,1,2,9
5,5,48,12,1,1,1,1,4,15
5,10,64,10,0,0,1,0,4,10
5,7,53,14,1,0,1,0,4,8
3,8,40,15,0,1,1,0,4,11
5,10,44,17,0,0,1,0,5,15
3,9,38,19,1,1,1,0,5,16
4,8,52,12,1,1,1,1,5,11
1,7,34,18,0,0,1,0,2,12
5,10,37,16,0,0,1,0,5,10
3,6,56,14,0,1,1,0,4,15
8,9,42,11,0,1,0,1,3,4
6,9,59,12,1,0,0,0,5,10
4,8,28,15,1,1,1,1,4,16
8,7,27,21,1,0,0,0,5,2
3,5,46,17,0,0,1,0,2,15
5,5,49,20,1,1,1,0,4,16
4,7,25,14,0,0,1,1,3,15
5,9,35,15,1,0,1,0,5,16
7,9,59,18,1,0,1,1,5,11
5,7,29,13,0,0,1,0,3,16
6,8,52,15,1,0,1,0,4,14
8,7,17,11,1,0,1,0,3,9
1,10,61,19,1,0,1,0,3,18
8,8,37,18,0,0,0,1,4,8
3,7,46,19,0,1,1,1,4,16
5,10,35,14,1,1,1,0,4,14
2,7,52,13,1,1,1,0,4,15
6,10,71,11,1,0,1,0,5,12
6,8,51,19,1,0,1,1,5,13
4,9,49,18,1,1,1,0,4,14
4,6,54,16,0,1,0,0,4,12
5,7,36,11,0,0,0,0,4,7
4,3,18,12,1,0,1,1,4,15
2,8,53,21,0,1,1,0,4,19
3,7,44,21,0,1,1,0,5,6
7,8,51,16,0,1,0,0,4,12
3,9,52,15,1,0,1,1,5,13
9,8,41,18,0,1,0,0,5,8
3,8,23,4,1,0,1,0,4,12
1,10,38,3,1,1,1,0,4,16
4,8,38,9,1,0,1,0,3,17
6,10,51,19,0,0,1,0,5,12
3,4,26,20,0,0,1,0,5,10
7,7,54,12,0,0,1,1,4,11
5,10,43,15,0,1,0,0,4,9
3,9,21,13,1,0,1,0,5,7
3,9,69,9,1,0,1,0,3,10
6,8,45,16,0,1,1,0,3,14
3,8,29,17,1,0,1,0,5,13
6,4,17,11,1,0,1,0,4,9
8,9,45,11,1,1,1,0,2,11
7,9,41,13,0,1,0,0,5,14
5,7,27,12,0,0,1,1,3,13
4,8,62,20,1,0,1,0,3,12
5,8,44,13,1,1,1,1,4,11
5,7,19,13,1,0,1,1,4,13
0,9,33,17,0,1,1,0,4,14
4,7,23,13,1,0,1,1,5,13
4,8,62,12,1,0,1,0,3,12
7,5,66,11,0,0,0,0,4,6
8,9,84,16,1,0,0,1,4,4
9,9,52,10,0,0,0,1,4,6
7,10,79,14,0,0,0,1,4,8
7,8,44,19,0,1,1,0,5,11
3,8,47,16,0,0,1,1,5,17
7,10,39,16,1,1,1,0,5,12
6,8,17,12,1,0,1,0,5,14
3,9,19,2,0,0,1,1,4,12
10,10,70,13,1,0,1,0,5,14
2,10,55,20,1,0,1,0,5,14
7,10,57,18,1,1,1,0,5,17
8,10,36,12,0,1,1,1,4,12
3,9,17,11,0,0,1,1,5,14
3,9,54,8,0,1,1,1,5,17
7,9,49,13,0,1,1,0,5,6
5,8,30,22,0,0,1,0,4,16
4,8,68,24,1,0,0,0,4,11
5,8,27,19,1,0,1,1,4,15
0,8,71,8,1,0,1,0,3,12
2,8,38,18,0,1,1,0,4,15
9,8,22,13,0,0,1,0,5,7
5,8,36,15,0,1,1,0,5,10
5,4,43,21,0,1,1,0,3,18
5,6,52,17,0,1,1,1,5,9
10,9,65,13,0,0,0,0,3,13
4,4,19,13,0,0,1,0,4,15
5,9,30,11,0,0,0,0,1,8
8,7,60,13,0,1,1,0,4,13
6,10,64,12,0,0,0,0,3,13
5,10,32,17,1,0,0,1,4,11
7,4,31,18,1,0,1,0,2,15
5,7,25,14,1,0,1,0,4,13
5,10,18,12,1,0,1,0,4,16
6,8,68,17,0,0,1,1,4,16
7,8,52,14,1,1,1,0,4,13
9,7,56,12,0,0,0,0,5,6
6,7,38,24,1,0,1,0,5,13
8,5,24,14,0,0,1,0,5,16
1,10,88,7,0,0,0,1,3,4
6,8,22,13,0,0,1,1,4,15
0,10,89,12,1,0,1,0,4,8
5,9,39,13,1,1,1,0,4,15
6,8,30,17,0,0,1,0,5,15
7,7,35,15,0,0,0,1,4,10
5,10,28,20,1,0,1,0,5,10
3,8,43,16,0,1,1,1,5,11
3,8,36,17,1,1,0,0,5,11
5,9,16,10,0,0,1,1,2,5
1,8,46,20,1,1,1,0,4,13
1,7,59,9,0,0,1,1,3,13
7,7,53,19,0,1,0,1,4,13
9,8,54,15,0,1,1,0,5,16
3,9,60,18,1,0,1,0,5,13
5,8,19,14,1,0,0,1,5,13
2,9,34,19,1,1,1,0,4,17
4,8,19,12,1,0,1,0,4,12
3,7,47,22,1,1,1,0,4,15
7,8,78,16,0,0,0,0,5,8
3,9,54,12,0,1,1,0,4,10
0,9,67,21,0,0,1,0,5,14
4,8,40,16,1,1,1,0,4,13
9,7,34,12,0,0,0,1,3,12
3,9,58,19,1,1,1,1,4,16
5,8,40,15,1,1,1,1,5,13
2,9,43,13,0,1,1,1,4,11
10,5,52,16,1,0,0,0,4,3
7,7,23,16,0,0,1,0,3,12
5,10,19,13,0,0,1,0,4,10
6,9,38,18,0,1,1,1,4,12
8,10,51,18,1,1,0,0,5,11
3,7,52,11,1,0,1,1,3,14
5,9,68,10,0,0,0,1,4,3
3,7,34,19,0,0,1,0,4,14
2,9,49,18,0,1,1,0,5,14
6,8,66,17,0,0,1,0,4,15
4,8,55,10,1,1,1,0,2,12
8,9,43,17,0,0,0,1,5,10
6,9,68,14,1,0,0,1,5,9
6,8,44,17,0,1,1,1,4,14
3,10,40,16,1,1,1,1,5,17
4,8,37,19,0,0,1,0,5,16
8,7,56,18,0,1,0,0,5,7
6,8,21,14,0,0,1,0,4,13
3,7,20,13,1,0,1,0,2,17
0,10,17,1,0,0,1,0,5,8
5,9,47,12,1,1,1,1,4,13
5,8,23,12,0,0,1,0,5,11
7,9,32,19,1,1,1,1,3,15
9,8,58,17,0,1,0,1,5,12
4,9,26,15,0,1,1,0,4,9
7,10,67,11,0,0,1,0,3,4
4,10,93,7,1,0,0,0,3,1
6,9,53,14,0,1,0,0,5,9
1,5,34,18,1,0,1,0,3,15
5,9,61,20,0,0,1,0,4,12
1,9,57,20,1,0,0,0,4,16
3,7,56,18,0,0,1,0,4,14
6,7,54,13,0,0,1,0,4,13
4,8,85,11,0,0,1,1,3,10
0,9,32,17,1,0,1,0,2,16
8,8,88,8,1,0,1,1,5,12
8,7,60,16,0,0,0,0,3,9
6,10,70,8,1,0,0,1,4,12
6,9,19,12,0,0,1,0,5,5
8,10,39,16,0,1,1,1,5,14
3,8,39,20,0,1,1,0,5,14
8,8,18,12,0,0,1,1,4,10
6,8,62,28,1,0,1,1,4,10
4,7,50,14,1,1,1,0,4,17
3,9,62,21,0,1,1,1,5,15
5,8,54,18,1,1,1,1,4,19
5,7,23,12,1,0,1,0,4,16
3,10,23,15,0,0,0,1,5,6
5,6,37,16,0,0,0,0,5,11
5,9,20,13,0,0,1,0,5,14
3,9,63,15,1,0,1,0,3,14
5,9,20,13,0,0,1,0,5,12
4,10,82,17,0,0,1,1,5,11
5,9,27,19,1,1,1,1,4,10
1,7,21,14,0,0,1,0,4,10
2,9,42,10,0,1,1,0,5,12
7,8,34,13,0,1,1,1,5,11
3,7,31,19,1,1,1,1,5,14
3,8,35,19,1,1,1,1,3,12
5,8,29,18,1,1,1,0,4,14
8,10,71,12,0,0,0,0,5,11
3,7,23,15,0,0,1,1,5,16
3,9,44,16,1,1,1,1,4,15
8,9,70,11,0,0,0,0,3,5
3,10,26,12,0,0,0,0,5,10
0,8,28,16,1,0,1,0,4,17
5,8,16,10,1,0,1,0,2,14
5,10,37,12,0,1,1,0,4,11
8,5,30,13,0,0,0,0,4,6
7,5,72,11,1,0,0,1,4,10
2,10,62,18,1,0,1,0,5,15
3,8,32,15,0,0,1,0,5,14
7,8,50,11,1,0,0,1,4,4
5,8,18,9,0,0,1,0,5,8
5,10,61,15,0,0,1,1,4,13
5,9,48,14,1,1,1,1,5,13
8,10,63,14,1,1,1,0,4,15
8,4,35,15,0,1,1,0,3,12
6,6,79,11,1,0,0,0,3,4
4,9,18,12,1,0,1,0,5,16
7,8,59,11,0,1,0,1,5,8
5,7,22,13,0,0,1,0,3,13
5,10,57,13,1,0,1,0,4,7
4,9,41,17,1,1,1,0,5,9
6,8,32,15,0,1,1,0,4,11
0,0,80,9,1,0,0,0,3,18
2,7,40,17,1,0,1,0,3,13
5,9,38,13,0,1,0,0,4,3
4,8,47,25,1,1,1,1,3,9
3,8,43,21,0,1,1,0,4,17
6,5,19,13,0,0,0,0,3,9
6,9,44,12,1,1,0,0,5,9
7,4,21,13,1,0,1,0,3,17
3,8,67,14,0,0,1,1,4,8
3,8,50,12,1,1,1,0,5,5
10,10,75,7,0,0,0,0,5,1
3,8,39,18,1,1,1,0,5,15
1,9,65,14,0,0,1,0,2,12
6,10,69,8,1,0,1,0,3,8
2,10,46,19,0,1,1,0,5,17
3,9,66,18,0,0,1,1,4,14
6,8,47,11,0,1,0,1,3,9
6,7,35,19,0,1,1,0,5,9
4,8,57,12,0,1,1,1,3,12
4,8,52,16,1,1,1,0,3,14
5,7,80,10,0,0,0,0,3,7
4,10,17,12,0,0,1,1,5,14
3,8,56,14,0,1,0,1,3,6
3,9,27,17,0,0,1,0,5,14
2,10,23,15,0,0,1,0,5,15
3,8,29,18,0,0,1,1,5,14
8,6,73,9,0,0,0,0,3,3
4,8,56,17,0,0,0,1,3,10
3,6,30,12,0,0,1,0,2,15
7,8,26,16,0,0,1,0,5,9
6,10,32,18,0,0,1,1,5,19
5,10,71,8,0,0,1,0,4,10
6,10,63,2,1,0,1,1,3,14
4,8,65,11,0,0,0,0,5,7
3,8,38,17,1,1,0,0,4,13
6,9,40,19,1,1,1,0,4,14
5,9,77,7,0,0,0,0,5,3
5,8,63,7,0,0,1,0,3,13
9,7,21,13,1,0,1,0,3,10
6,9,57,15,0,0,1,1,4,13
7,9,55,13,0,0,1,0,4,11
4,7,30,12,1,1,1,0,4,12
6,8,68,10,1,1,1,1,4,13
7,5,78,8,1,0,0,0,3,10
5,8,45,14,0,1,0,0,4,10
7,10,26,15,1,1,1,1,4,14
8,7,55,13,0,1,0,0,3,6
7,10,22,12,0,1,1,0,4,10
3,8,60,17,1,0,0,1,4,15
1,10,85,7,1,1,0,1,4,13
7,8,72,17,0,0,1,1,2,14
6,8,45,18,0,1,1,1,5,19
10,8,51,10,1,1,0,1,3,2
6,9,22,16,0,0,0,0,5,6
2,8,67,15,0,0,1,0,4,13
3,7,49,15,1,0,1,1,4,12
5,3,17,11,1,0,1,1,3,9
3,9,50,12,0,1,1,0,4,15
8,9,84,10,0,0,0,0,5,11
3,9,54,11,1,1,1,1,4,12
6,8,42,15,1,1,1,0,5,15
3,7,23,14,1,0,1,0,4,14
5,9,48,14,1,1,0,0,4,13
10,10,85,11,1,0,0,0,5,4
6,10,56,19,1,0,1,1,5,17
7,9,15,9,1,0,1,0,4,12
7,8,35,19,1,0,1,0,5,15
4,8,26,16,1,0,1,0,4,14
2,9,28,15,1,0,1,1,5,15
8,9,68,20,1,0,1,0,4,11
3,10,31,20,1,0,1,0,5,10
5,4,39,12,1,1,1,1,2,13
3,10,64,17,0,0,1,1,5,16
5,9,44,14,1,1,1,1,4,11
3,7,33,18,1,0,1,0,4,16
6,8,26,6,0,0,1,0,5,10
0,10,47,16,0,1,1,0,4,13
5,8,43,18,0,1,1,0,4,5
7,8,43,16,0,0,0,0,4,11
4,10,70,8,1,1,1,1,4,11
5,10,32,11,1,1,1,1,5,16
8,9,67,11,1,0,1,1,3,12
5,10,17,11,0,0,1,0,5,13
3,9,31,16,1,1,1,1,4,12
2,9,34,20,1,1,1,0,5,13
6,9,56,19,1,0,1,1,5,14
8,9,64,11,1,0,0,1,3,15
6,8,42,11,0,1,1,1,4,14
5,8,77,13,1,0,0,0,3,15
3,9,43,16,0,0,1,0,5,17
5,8,46,15,1,1,1,0,5,10
9,9,68,13,0,0,0,1,5,13
8,8,23,14,0,0,0,0,5,5
5,10,48,11,0,0,1,0,5,14
5,8,42,17,0,0,1,1,4,6
1,9,23,3,1,0,1,0,4,14
4,9,23,15,1,0,1,1,4,15
2,10,32,18,1,1,0,1,5,4
4,8,24,17,0,0,1,0,5,14
5,10,57,18,1,0,1,0,4,13
6,7,36,16,0,0,1,1,4,12
1,9,70,9,0,0,0,1,4,8
4,9,37,18,1,1,1,0,4,16
8,10,36,16,0,1,0,0,5,10
5,4,21,14,0,0,1,1,2,15
9,9,18,12,0,0,1,0,5,14
3,8,30,18,1,0,1,0,4,19
5,5,47,22,1,1,1,0,4,13
8,9,72,8,1,0,1,1,4,8
7,5,22,15,1,0,1,0,3,11
5,8,57,10,0,1,1,0,2,16
3,7,26,13,1,1,1,0,5,9
2,8,18,12,0,0,1,0,3,8
3,9,41,24,1,1,0,1,5,12
7,8,43,14,0,1,0,0,4,10
0,10,37,18,1,1,1,0,4,19
3,7,29,22,1,0,1,0,5,14
4,8,40,14,0,1,1,0,4,15
5,7,28,19,1,0,1,0,5,19
6,8,50,12,1,1,0,1,4,6
6,6,44,16,1,1,1,0,4,11
3,6,25,16,1,0,1,1,3,16
6,6,72,8,0,0,1,0,3,12
3,8,58,20,0,0,0,0,5,11
1,10,62,17,0,1,1,0,4,16
8,9,19,13,1,0,1,1,4,16
3,10,23,13,0,0,0,0,4,6
7,8,90,7,1,0,1,1,5,8
4,6,57,15,0,1,0,0,3,8
6,6,17,12,0,0,1,0,4,10
4,7,36,18,0,0,0,0,5,9
7,9,31,19,1,1,1,0,5,15
1,9,64,15,1,0,1,1,4,12
6,8,43,17,1,1,1,0,4,14
6,10,45,13,0,1,0,0,5,8
7,8,21,14,0,0,1,0,5,14
4,10,68,14,0,0,0,0,5,15
10,9,15,10,1,0,1,1,5,13
1,9,32,18,0,0,1,0,5,12
5,9,25,16,1,0,1,1,5,11
7,9,54,17,1,1,1,0,2,17
2,8,18,12,1,0,1,1,5,16
3,8,32,17,1,0,1,1,5,11
6,8,40,16,0,1,0,1,5,4
3,7,61,12,1,0,1,0,4,13
4,4,25,17,1,0,1,0,3,11
6,10,31,21,1,1,1,0,5,18
5,8,48,19,0,1,0,1,4,14
3,7,31,14,0,0,1,0,4,10
4,3,24,16,1,0,1,0,1,17
2,8,28,10,0,1,0,0,5,11
4,8,36,16,1,1,1,0,4,15
7,8,41,16,0,1,0,0,4,6
6,10,20,13,0,0,1,1,5,13
5,7,32,12,1,1,1,0,4,9
6,9,55,9,0,0,0,1,4,11
6,8,23,16,0,0,1,1,5,14
7,4,45,17,0,0,1,0,4,10
5,8,48,11,1,0,0,1,5,10
2,6,27,16,1,0,1,0,4,19
5,9,16,10,1,0,1,1,5,13
3,7,27,16,1,0,1,0,4,13
6,5,98,7,1,0,0,1,3,2
8,10,51,14,1,0,1,0,5,18
7,9,23,13,0,0,1,0,4,11
10,10,66,11,1,0,1,1,4,10
2,10,67,17,0,0,1,0,4,12
7,10,26,17,0,0,1,1,4,12
5,7,71,15,0,0,0,0,4,13
6,9,46,19,0,1,1,1,5,13
10,10,48,13,0,1,1,0,5,17
5,7,27,12,1,1,1,0,3,11
2,8,78,8,1,0,1,1,5,17
3,7,56,12,1,0,1,0,4,12
5,6,84,9,1,0,1,1,3,10
6,10,67,9,0,0,1,0,5,12
4,7,19,13,1,0,1,0,4,17
3,2,65,10,0,0,1,0,3,17
3,9,58,20,1,0,0,0,4,9
4,9,37,19,0,1,1,0,4,12
1,9,42,20,1,0,1,0,5,14
8,9,54,4,0,1,1,0,5,6
4,7,33,17,1,1,1,0,5,14
5,8,79,7,0,0,1,0,4,4
2,8,31,20,1,0,1,0,5,12
7,9,29,19,0,1,1,1,5,14
2,9,24,18,0,0,1,0,5,13
6,10,25,19,0,0,0,1,5,15
3,10,67,11,0,0,1,1,4,15
8,9,67,10,1,0,0,0,3,12
4,8,29,20,0,1,1,0,5,14
4,9,44,19,1,1,1,1,4,10
3,5,51,11,1,1,1,0,4,17
3,8,20,14,1,0,1,1,4,12
4,9,22,16,0,0,1,0,4,13
4,9,38,15,1,1,1,1,4,19
2,8,36,17,1,1,1,0,3,13
0,10,43,20,1,1,1,1,5,18
6,9,30,20,0,0,1,0,5,12
2,8,28,14,0,1,1,0,4,14
8,8,28,16,1,1,0,0,4,7
5,8,44,17,1,1,1,0,5,15
8,9,75,14,0,0,1,0,4,13
1,7,30,18,0,1,1,0,4,12
7,10,52,16,1,1,1,1,4,14
5,7,38,12,1,0,1,0,3,16
6,9,38,14,1,1,1,0,5,10
4,10,61,17,0,0,0,1,5,4
0,8,39,20,0,0,1,1,5,15
8,9,83,14,0,0,0,1,5,6
5,10,28,12,0,0,0,1,4,2
8,8,63,15,0,0,1,0,2,14
8,8,20,13,0,0,1,0,4,12
3,2,47,18,0,0,1,0,2,10
5,10,62,20,1,0,1,1,1,15
5,8,27,16,1,0,1,0,4,12
8,8,37,16,0,1,0,0,3,5
4,9,51,15,1,0,1,0,5,14
6,8,24,17,0,0,1,0,5,11
1,8,41,18,1,1,1,1,3,15
4,7,43,17,1,1,1,0,4,15
3,9,56,17,0,0,0,0,5,11
2,8,42,18,1,1,1,0,5,15
5,8,19,13,1,0,1,1,4,9
2,8,35,20,1,1,1,0,3,17
4,6,65,13,1,0,1,0,4,11
7,6,46,14,1,1,1,1,4,11
3,8,43,16,1,1,1,1,4,13
8,8,61,9,0,0,0,0,4,12
4,8,57,11,0,1,1,0,4,12
10,9,49,16,0,1,0,0,4,11
8,8,28,12,0,1,0,1,5,6
8,9,42,9,0,1,0,0,4,10
8,8,27,13,1,1,1,1,4,14
8,9,38,15,0,1,1,1,5,13
6,8,25,13,0,0,1,1,5,8
7,6,31,18,0,0,1,0,4,14
4,8,70,11,0,0,1,0,3,11
7,8,50,16,0,1,0,0,5,12
3,9,15,9,1,0,1,1,5,18
10,9,67,9,0,0,0,1,5,9
6,4,19,13,1,0,1,1,5,14
8,9,74,8,0,0,0,1,4,13
8,6,54,16,1,0,0,0,2,8
5,9,18,12,1,0,1,0,5,10
6,8,42,16,1,1,1,1,5,13
8,9,43,16,1,1,1,0,4,16
7,10,77,15,0,0,0,1,5,11
8,7,23,17,0,0,1,1,5,9
6,8,48,19,0,1,1,1,4,11
10,6,42,12,0,0,0,0,2,9
4,6,60,13,0,0,1,0,3,8
3,8,54,16,0,1,0,0,5,11
2,9,31,19,1,0,1,1,5,15
3,8,39,18,1,1,1,1,5,12
7,8,36,18,0,1,0,1,4,15
6,4,55,16,0,0,1,0,2,6
5,10,29,13,0,1,1,1,4,13
7,9,56,14,0,0,0,1,4,10
5,7,46,17,1,0,1,0,5,15
4,8,47,18,0,1,1,0,4,13
0,10,64,13,1,0,1,0,4,14
3,8,52,16,0,1,1,0,4,11
8,9,41,15,1,1,1,0,5,16
6,7,22,16,0,0,1,0,4,12
5,8,55,10,0,0,0,0,3,9
4,8,23,17,1,0,1,1,4,17
3,9,67,9,1,0,0,0,3,9
6,7,41,12,0,1,0,0,4,7
8,7,39,16,0,0,1,0,4,16
3,8,43,17,1,1,1,0,4,11
0,6,33,19,1,0,1,0,5,15
3,9,46,17,0,1,0,0,4,6
7,8,52,14,1,0,1,0,4,16
2,9,25,17,1,0,1,1,5,10
2,7,66,15,0,0,1,0,4,12
7,9,17,11,1,0,1,1,3,12
10,8,43,19,1,0,1,0,3,15
9,8,53,15,0,1,0,0,4,11
5,10,64,13,0,0,1,0,5,10
8,10,49,16,0,1,0,1,4,4
4,7,34,14,1,0,1,0,4,15
0,10,71,22,1,0,1,0,4,10
3,7,60,20,0,1,1,0,4,10
4,8,18,12,0,0,1,0,4,4
5,5,81,7,0,0,0,1,3,14
6,8,62,14,1,0,0,1,4,6
6,7,28,18,0,0,1,0,4,13
8,9,22,17,0,0,1,1,5,10
7,8,34,15,1,1,0,0,5,8
4,7,35,20,0,1,1,0,5,12
2,7,57,17,1,0,1,1,5,12
3,5,33,13,0,1,1,0,5,10
8,10,34,13,0,1,0,0,5,11
3,8,24,17,1,0,1,0,5,16
7,10,17,11,0,0,1,0,5,9
10,9,71,10,0,0,0,1,4,13
9,8,78,12,1,0,1,0,4,10
6,9,23,16,1,1,0,1,5,11
3,7,22,16,1,0,1,0,3,17
5,7,16,10,0,0,1,1,5,13
4,8,26,16,1,0,1,0,4,12
8,8,54,15,0,0,1,1,4,12
6,7,42,20,0,1,1,0,5,12
5,8,40,11,0,1,1,0,3,10
4,8,31,15,1,1,1,0,5,13
5,8,34,20,0,1,1,0,4,15
4,9,62,14,1,1,1,1,5,16
8,9,35,18,0,1,1,0,4,11
3,10,83,7,0,0,1,1,3,16
4,9,34,16,0,1,1,1,4,12
0,8,45,20,1,0,1,0,5,15
3,6,24,13,1,0,1,0,3,9
